Order_ID,Restaurant_Name,Location,Order_Date,Order_Time,Deliver_status,Delivery_Duration,Pizza_Size,Pizza_Type,Distance,Traffic_Level,Payment_Method,Is_Peak_Hour,Is_Weekend,Order_Month,Estimated_Duration ,Delay,Delayed_status
ORD553,Marco's Pizza,"San Diego, CA",19-04-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,April,6,14,On Time
ORD554,Domino's,"Columbus, OH",20-04-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Domino's Cash,1,1,April,24,26,Delayed
ORD555,Papa John's,"Charlotte, NC",21-04-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,April,13.2,21.8,Delayed
ORD556,Pizza Hut,"Nashville, TN",22-04-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,April,4.8,15.2,On Time
ORD557,Little Caesars,"Oklahoma City, OK",23-04-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,April,18,22,Delayed
ORD558,Marco's Pizza,"Las Vegas, NV",24-04-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,April,9.6,20.4,Delayed
ORD559,Domino's,"Indianapolis, IN",25-04-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,0,April,21.6,23.4,Delayed
ORD560,Papa John's,"San Jose, CA",26-04-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,1,April,7.2,12.8,On Time
ORD561,Pizza Hut,"Jacksonville, FL",27-04-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,1,April,14.4,15.6,On Time
ORD562,Little Caesars,"Fort Worth, TX",28-04-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,April,19.2,20.8,Delayed
ORD563,Marco's Pizza,"Memphis, TN",29-04-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,April,6,14,On Time
ORD564,Domino's,"Baltimore, MD",30-04-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,April,24,26,Delayed
ORD565,Papa John's,"Milwaukee, WI",01-05-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,May,13.2,21.8,Delayed
ORD566,Pizza Hut,"Albuquerque, NM",02-05-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,May,4.8,15.2,On Time
ORD567,Little Caesars,"Tucson, AZ",03-05-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,1,May,18,22,Delayed
ORD568,Marco's Pizza,"Fresno, CA",04-05-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,1,May,9.6,20.4,Delayed
ORD569,Domino's,"Sacramento, CA",05-05-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,0,May,21.6,23.4,Delayed
ORD570,Papa John's,"Milwaukee, WI",01-05-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,May,13.2,21.8,Delayed
ORD571,Domino's,"New York, NY",07-05-2025,19:00:00,Slow,45,L,Thai Chicken,7,Medium,Card,1,0,May,16.8,28.2,Delayed
ORD572,Papa John's,"Los Angeles, CA",08-05-2025,20:15:00,Slow,40,M,Sicilian,6.5,High,Wallet,1,0,May,15.6,24.4,Delayed
ORD573,Pizza Hut,"Chicago, IL",09-05-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,May,6,14,On Time
ORD574,Little Caesars,"Houston, TX",10-05-2025,19:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,1,May,19.2,20.8,Delayed
ORD575,Marco's Pizza,"Phoenix, AZ",11-05-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,1,May,9.6,20.4,Delayed
ORD576,Domino's,"Philadelphia, PA",12-05-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,0,May,21.6,23.4,Delayed
ORD577,Papa John's,"San Antonio, TX",13-05-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,May,7.2,12.8,On Time
ORD578,Pizza Hut,"San Diego, CA",14-05-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,May,14.4,15.6,On Time
ORD579,Little Caesars,"Dallas, TX",15-05-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,May,19.2,20.8,Delayed
ORD580,Marco's Pizza,"San Jose, CA",16-05-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,May,6,14,On Time
ORD581,Domino's,"Austin, TX",17-05-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Domino's Cash,1,1,May,24,26,Delayed
ORD582,Papa John's,"Jacksonville, FL",18-05-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,1,May,13.2,21.8,Delayed
ORD583,Pizza Hut,"Fort Worth, TX",19-05-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,May,4.8,15.2,On Time
ORD584,Little Caesars,"Columbus, OH",20-05-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,May,18,22,Delayed
ORD585,Marco's Pizza,"Charlotte, NC",21-05-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,May,9.6,20.4,Delayed
ORD586,Domino's,"San Francisco, CA",22-05-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,0,May,21.6,23.4,Delayed
ORD587,Papa John's,"Indianapolis, IN",23-05-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,May,7.2,12.8,On Time
ORD588,Pizza Hut,"Seattle, WA",24-05-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,1,May,14.4,15.6,On Time
ORD589,Little Caesars,"Denver, CO",25-05-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,1,May,19.2,20.8,Delayed
ORD590,Marco's Pizza,"Washington, DC",26-05-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,May,6,14,On Time
ORD591,Domino's,"Boston, MA",27-05-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,May,24,26,Delayed
ORD592,Papa John's,"El Paso, TX",28-05-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,May,13.2,21.8,Delayed
ORD593,Pizza Hut,"Detroit, MI",29-05-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,May,4.8,15.2,On Time
ORD594,Little Caesars,"Nashville, TN",30-05-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,May,18,22,Delayed
ORD595,Marco's Pizza,"Memphis, TN",31-05-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,1,May,9.6,20.4,Delayed
ORD596,Domino's,"Portland, OR",01-06-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,1,June,21.6,23.4,Delayed
ORD597,Papa John's,"Oklahoma City, OK",02-06-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,June,7.2,12.8,On Time
ORD598,Pizza Hut,"Las Vegas, NV",03-06-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,June,14.4,15.6,On Time
ORD599,Little Caesars,"Atlanta, GA",04-06-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,June,19.2,20.8,Delayed
ORD600,Marco's Pizza,"Miami, FL",05-06-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,June,6,14,On Time
ORD601,Domino's,"New York, NY",06-06-2025,19:00:00,Slow,45,L,Thai Chicken,7,Medium,Card,1,0,June,16.8,28.2,Delayed
ORD602,Papa John's,"Los Angeles, CA",07-06-2025,20:15:00,Slow,40,M,Sicilian,6.5,High,Wallet,1,1,June,15.6,24.4,Delayed
ORD603,Pizza Hut,"Chicago, IL",08-06-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,June,6,14,On Time
ORD604,Little Caesars,"Houston, TX",09-06-2025,19:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,June,19.2,20.8,Delayed
ORD605,Marco's Pizza,"Phoenix, AZ",10-06-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,June,9.6,20.4,Delayed
ORD606,Domino's,"Philadelphia, PA",11-06-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,0,June,21.6,23.4,Delayed
ORD607,Papa John's,"San Antonio, TX",12-06-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,0,June,7.2,12.8,On Time
ORD608,Pizza Hut,"San Diego, CA",13-06-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,June,14.4,15.6,On Time
ORD609,Little Caesars,"Dallas, TX",14-06-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,1,June,19.2,20.8,Delayed
ORD610,Marco's Pizza,"San Jose, CA",15-06-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,1,June,6,14,On Time
ORD611,Domino's,"Austin, TX",16-06-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Domino's Cash,1,0,June,24,26,Delayed
ORD612,Papa John's,"Jacksonville, FL",17-06-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,June,13.2,21.8,Delayed
ORD613,Pizza Hut,"Fort Worth, TX",18-06-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,June,4.8,15.2,On Time
ORD614,Little Caesars,"Columbus, OH",19-06-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,0,June,18,22,Delayed
ORD615,Marco's Pizza,"Charlotte, NC",20-06-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,June,9.6,20.4,Delayed
ORD616,Domino's,"San Francisco, CA",21-06-2025,20:15:00,Slow,45,L,Veg,9,High,Cash,1,1,June,21.6,23.4,Delayed
ORD617,Papa John's,"Indianapolis, IN",22-06-2025,18:00:00,Fast,20,M,Veg,3,Low,Card,1,1,June,7.2,12.8,On Time
ORD618,Pizza Hut,"Seattle, WA",23-06-2025,19:15:00,Average,30,L,Non-Veg,6,Medium,Wallet,1,0,June,14.4,15.6,On Time
ORD619,Little Caesars,"Denver, CO",24-06-2025,20:30:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,June,19.2,20.8,Delayed
ORD620,Marco's Pizza,"Washington, DC",25-06-2025,18:45:00,Fast,20,S,Vegan,2.5,Low,Cash,1,0,June,6,14,On Time
ORD621,Domino's,"Boston, MA",26-06-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,June,24,26,Delayed
ORD622,Papa John's,"El Paso, TX",27-06-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,June,13.2,21.8,Delayed
ORD623,Pizza Hut,"Detroit, MI",28-06-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,1,June,4.8,15.2,On Time
ORD624,Little Caesars,"Nashville, TN",29-06-2025,19:45:00,Slow,40,XL,Stuffed Crust,7.5,High,Card,1,1,June,18,22,Delayed
ORD625,Domino's,"Austin, TX",15-06-2025,19:20:00,Average,35,L,Cheese Burst,5.4,Medium,Card,1,1,June,12.96,22.04,Delayed
ORD626,Pizza Hut,"Miami, FL",15-06-2025,20:00:00,Average,30,M,Veg,4.1,Low,Wallet,1,1,June,9.84,20.16,Delayed
ORD627,Little Caesars,"Atlanta, GA",15-06-2025,20:05:00,Slow,50,XL,Non-Veg,8.7,High,Cash,1,1,June,20.88,29.12,Delayed
ORD628,Domino's,"Austin, TX",15-06-2025,21:00:00,Average,35,L,Cheese Burst,5.4,Medium,Card,1,1,June,12.96,22.04,Delayed
ORD629,Papa John's,"Seattle, WA",16-06-2025,17:45:00,Average,25,M,Gluten-Free,3.9,Low,UPI,0,0,June,9.36,15.64,On Time
ORD630,Pizza Hut,"Miami, FL",16-06-2025,18:30:00,Slow,40,L,Stuffed Crust,6,Medium,Wallet,1,0,June,14.4,25.6,Delayed
ORD631,Domino's,"Phoenix, AZ",16-06-2025,19:00:00,Average,35,M,Veg,4.5,Medium,Hut Points,1,0,June,10.8,24.2,Delayed
ORD632,Pizza Hut,"Dallas, TX",16-06-2025,20:15:00,Slow,45,L,Cheese Burst,7.2,High,Card,1,0,June,17.28,27.72,Delayed
ORD633,Domino's,"Austin, TX",16-06-2025,21:10:00,Average,30,L,Cheese Burst,5.4,Medium,Cash,1,0,June,12.96,17.04,On Time
ORD634,Little Caesars,"Chicago, IL",17-06-2025,18:10:00,Slow,40,XL,Sicilian,7.8,High,UPI,1,0,June,18.72,21.28,Delayed
ORD635,Marco’s Pizza,"Tampa, FL",17-06-2025,19:15:00,Average,25,S,Thai Chicken,3.2,Medium,Card,1,0,June,7.68,17.32,On Time
ORD636,Pizza Hut,"Miami, FL",17-06-2025,20:00:00,Average,30,M,Veg,4.1,Low,Wallet,1,0,June,9.84,20.16,Delayed
ORD637,Papa John's,"San Diego, CA",18-06-2025,17:45:00,Slow,50,L,Non-Veg,8.3,High,Card,0,0,June,19.92,30.08,Delayed
ORD638,Domino's,"Austin, TX",18-06-2025,19:05:00,Average,35,L,Cheese Burst,5.4,Medium,UPI,1,0,June,12.96,22.04,Delayed
ORD639,Marco’s Pizza,"Charlotte, NC",18-06-2025,20:00:00,Average,25,M,Non-Veg,4,Low,Wallet,1,0,June,9.6,15.4,On Time
ORD640,Pizza Hut,"Miami, FL",18-06-2025,21:00:00,Average,30,M,Veg,4.1,Low,Card,1,0,June,9.84,20.16,Delayed
ORD641,Domino's,"Los Angeles, CA",19-06-2025,18:15:00,Slow,40,L,Cheese Burst,6.3,Medium,Cash,1,0,June,15.12,24.88,Delayed
ORD642,Little Caesars,"Denver, CO",19-06-2025,19:10:00,Slow,45,XL,Vegan,7,High,Wallet,1,0,June,16.8,28.2,Delayed
ORD643,Domino's,"Austin, TX",19-06-2025,20:00:00,Average,30,L,Cheese Burst,5.4,Medium,Card,1,0,June,12.96,17.04,On Time
ORD644,Marco’s Pizza,"Tampa, FL",20-06-2025,18:10:00,Average,30,S,Thai Chicken,3.2,Medium,Cash,1,0,June,7.68,22.32,Delayed
ORD645,Pizza Hut,"Dallas, TX",20-06-2025,19:00:00,Average,30,M,Stuffed Crust,5.8,Medium,Card,1,0,June,13.92,16.08,On Time
ORD646,Domino's,"San Francisco, CA",21-07-2025,19:00:00,Slow,50,L,Non-Veg,10,High,Card,1,0,July,24,26,Delayed
ORD647,Papa John's,"Indianapolis, IN",22-07-2025,20:00:00,Average,35,M,Gluten-Free,5.5,Medium,Wallet,1,0,July,13.2,21.8,Delayed
ORD648,Pizza Hut,"Seattle, WA",23-07-2025,18:30:00,Fast,20,S,Vegan,2,Low,UPI,1,0,July,4.8,15.2,On Time
ORD649,Little Caesars,"Denver, CO",24-07-2025,19:45:00,Slow,40,XL,Cheese Burst,8,High,Card,1,0,July,19.2,20.8,Delayed
ORD650,Marco's Pizza,"Boston, MA",25-07-2025,18:15:00,Average,30,M,Thai Chicken,4,Medium,UPI,1,0,July,9.6,20.4,Delayed
ORD651,Domino's,"Nashville, TN",26-07-2025,19:30:00,Slow,40,L,Sicilian,6.5,High,Cash,1,1,July,15.6,24.4,Delayed
ORD652,Papa John's,"Detroit, MI",27-07-2025,20:45:00,Average,30,M,Veg,3.5,Low,Card,1,1,July,8.4,21.6,Delayed
ORD653,Pizza Hut,"El Paso, TX",28-07-2025,18:00:00,Average,30,L,Non-Veg,5,Medium,Wallet,1,0,July,12,18,On Time
ORD654,Little Caesars,"Washington, DC",29-07-2025,19:15:00,Slow,40,XL,Cheese Burst,7,High,Card,1,0,July,16.8,23.2,Delayed
ORD655,Marco's Pizza,"Las Vegas, NV",30-07-2025,20:30:00,Average,30,M,Vegan,4,Medium,UPI,1,0,July,9.6,20.4,Delayed
ORD656,Domino's,"Louisville, KY",31-07-2025,18:45:00,Slow,40,L,Non-Veg,6,High,Domino's Cash,1,0,July,14.4,25.6,Delayed
ORD657,Papa John's,"Baltimore, MD",01-08-2025,20:00:00,Average,30,M,Gluten-Free,5,Medium,Wallet,1,0,August,12,18,On Time
ORD658,Pizza Hut,"Milwaukee, WI",02-08-2025,18:30:00,Average,30,S,Vegan,3,Low,UPI,1,1,August,7.2,22.8,Delayed
ORD659,Little Caesars,"Albuquerque, NM",03-08-2025,19:45:00,Slow,40,XL,Stuffed Crust,8,High,Card,1,1,August,19.2,20.8,Delayed
ORD660,Marco's Pizza,"Tucson, AZ",04-08-2025,18:00:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,August,9.6,20.4,Delayed
ORD661,Domino's,"Fresno, CA",05-08-2025,19:15:00,Slow,40,L,Veg,6,High,Cash,1,0,August,14.4,25.6,Delayed
ORD662,Papa John's,"Sacramento, CA",06-08-2025,20:30:00,Average,30,M,Veg,3.5,Low,Card,1,0,August,8.4,21.6,Delayed
ORD663,Pizza Hut,"Kansas City, MO",07-08-2025,18:45:00,Average,30,L,Non-Veg,5.5,Medium,Wallet,1,0,August,13.2,16.8,On Time
ORD664,Little Caesars,"Mesa, AZ",08-08-2025,20:00:00,Slow,40,XL,Cheese Burst,7.5,High,Card,1,0,August,18,22,Delayed
ORD665,Marco's Pizza,"Atlanta, GA",09-08-2025,18:15:00,Average,30,S,Vegan,2.5,Low,Cash,1,1,August,6,24,Delayed
ORD666,Domino's,"Omaha, NE",10-08-2025,19:30:00,Slow,40,L,Non-Veg,6.5,High,Card,1,1,August,15.6,24.4,Delayed
ORD667,Papa John's,"Raleigh, NC",11-08-2025,20:45:00,Average,30,M,Gluten-Free,5,Medium,Wallet,1,0,August,12,18,On Time
ORD668,Pizza Hut,"Long Beach, CA",12-08-2025,18:00:00,Average,30,S,Vegan,3,Low,UPI,1,0,August,7.2,22.8,Delayed
ORD669,Little Caesars,"Virginia Beach, VA",13-08-2025,19:15:00,Slow,40,XL,Cheese Burst,7,High,Card,1,0,August,16.8,23.2,Delayed
ORD670,Marco's Pizza,"Oakland, CA",14-08-2025,20:30:00,Average,30,M,Non-Veg,4,Medium,UPI,1,0,August,9.6,20.4,Delayed
ORD671,Domino's,"San Jose, CA",15-08-2025,19:00:00,Average,35,L,Cheese Burst,5,Medium,Card,1,0,August,12,23,Delayed
ORD672,Pizza Hut,"Austin, TX",16-08-2025,18:30:00,Slow,40,M,Veg,6,High,Wallet,1,1,August,14.4,25.6,Delayed
ORD673,Papa John's,"Columbus, OH",17-08-2025,20:00:00,Average,25,M,Gluten-Free,3.5,Low,UPI,1,1,August,8.4,16.6,On Time
ORD674,Little Caesars,"Fort Worth, TX",18-08-2025,19:15:00,Slow,40,XL,Non-Veg,7,High,Cash,1,0,August,16.8,23.2,Delayed
ORD675,Marco's Pizza,"Jacksonville, FL",19-08-2025,18:45:00,Average,30,M,Thai Chicken,4,Medium,Card,1,0,August,9.6,20.4,Delayed
ORD676,Domino's,"Indianapolis, IN",20-08-2025,20:30:00,Average,30,L,Sicilian,5.5,Medium,UPI,1,0,August,13.2,16.8,On Time
ORD677,Pizza Hut,"Charlotte, NC",21-08-2025,19:00:00,Average,30,M,Veg,4,Low,Wallet,1,0,August,9.6,20.4,Delayed
ORD678,Papa John's,"San Francisco, CA",22-08-2025,18:15:00,Average,35,M,Gluten-Free,5,Medium,Card,1,0,August,12,23,Delayed
ORD679,Little Caesars,"Denver, CO",23-08-2025,20:00:00,Slow,45,XL,Cheese Burst,8,High,Cash,1,1,August,19.2,25.8,Delayed
ORD680,Marco's Pizza,"Seattle, WA",24-08-2025,19:30:00,Average,30,M,Thai Chicken,4.5,Medium,UPI,1,1,August,10.8,19.2,On Time
ORD681,Domino's,"Boston, MA",25-08-2025,18:00:00,Average,35,L,Non-Veg,6,Medium,Card,1,0,August,14.4,20.6,Delayed
ORD682,Pizza Hut,"Detroit, MI",26-08-2025,19:15:00,Average,30,M,Veg,4,Low,Wallet,1,0,August,9.6,20.4,Delayed
ORD683,Papa John's,"Memphis, TN",27-08-2025,20:30:00,Average,30,M,Gluten-Free,5,Medium,UPI,1,0,August,12,18,On Time
ORD684,Little Caesars,"Baltimore, MD",28-08-2025,18:45:00,Slow,40,XL,Cheese Burst,7.5,High,Card,1,0,August,18,22,Delayed
ORD685,Marco's Pizza,"Nashville, TN",29-08-2025,19:00:00,Average,30,M,Thai Chicken,4,Medium,Cash,1,0,August,9.6,20.4,Delayed
ORD686,Domino's,"Portland, OR",30-08-2025,20:15:00,Average,30,L,Sicilian,5.5,Medium,UPI,1,1,August,13.2,16.8,On Time
ORD687,Pizza Hut,"Oklahoma City, OK",31-08-2025,18:30:00,Average,30,M,Veg,4,Low,Wallet,1,1,August,9.6,20.4,Delayed
ORD688,Papa John's,"Las Vegas, NV",01-09-2025,19:45:00,Average,30,M,Gluten-Free,5,Medium,Card,1,0,September,12,18,On Time
ORD689,Little Caesars,"Louisville, KY",02-09-2025,20:00:00,Slow,40,XL,Cheese Burst,8,High,UPI,1,0,September,19.2,20.8,Delayed
ORD690,Marco's Pizza,"Milwaukee, WI",03-09-2025,18:15:00,Average,30,M,Thai Chicken,4,Medium,Card,1,0,September,9.6,20.4,Delayed
ORD691,Domino's,"Albuquerque, NM",04-09-2025,19:30:00,Average,30,L,Non-Veg,6,Medium,Cash,1,0,September,14.4,15.6,On Time
ORD692,Pizza Hut,"Tucson, AZ",05-09-2025,20:45:00,Average,30,M,Veg,4,Low,Wallet,1,0,September,9.6,20.4,Delayed
ORD693,Papa John's,"Fresno, CA",06-09-2025,18:00:00,Average,30,M,Gluten-Free,5,Medium,UPI,1,1,September,12,18,On Time
ORD694,Little Caesars,"Sacramento, CA",07-09-2025,19:15:00,Slow,40,XL,Cheese Burst,7,High,Card,1,1,September,16.8,23.2,Delayed
ORD695,Marco's Pizza,"Kansas City, MO",08-09-2025,20:30:00,Average,30,M,Thai Chicken,4.5,Medium,Cash,1,0,September,10.8,19.2,On Time
ORD696,Domino's,"Mesa, AZ",09-09-2025,18:45:00,Average,30,L,Sicilian,5.5,Medium,UPI,1,0,September,13.2,16.8,On Time
ORD697,Pizza Hut,"Atlanta, GA",10-09-2025,19:00:00,Average,30,M,Veg,4,Low,Wallet,1,0,September,9.6,20.4,Delayed
ORD698,Papa John's,"Omaha, NE",11-09-2025,20:15:00,Average,30,M,Gluten-Free,5,Medium,UPI,1,0,September,12,18,On Time
ORD699,Little Caesars,"Louisville, KY",12-09-2025,19:30:00,Average,30,XL,Cheese Burst,6,High,Card,1,0,September,14.4,15.6,On Time
ORD700,Marco's Pizza,"Milwaukee, WI",13-09-2025,18:45:00,Average,30,M,Thai Chicken,4.5,Medium,Cash,1,1,September,10.8,19.2,On Time
ORD701,Domino's,"Albuquerque, NM",14-09-2025,20:00:00,Average,30,L,Sicilian,5.5,Medium,UPI,1,1,September,13.2,16.8,On Time
ORD702,Pizza Hut,"Atlanta, GA",15-09-2025,19:15:00,Average,30,M,Veg,4,Low,Wallet,1,0,September,9.6,20.4,Delayed
ORD703,Papa John's,"Omaha, NE",16-09-2025,20:30:00,Average,30,M,Gluten-Free,5,Medium,Card,1,0,September,12,18,On Time
ORD704,Little Caesars,"Louisville, KY",17-09-2025,19:45:00,Average,30,XL,Cheese Burst,6,High,UPI,1,0,September,14.4,15.6,On Time
ORD705,Marco's Pizza,"Milwaukee, WI",18-09-2025,18:00:00,Average,30,M,Thai Chicken,4.5,Medium,Cash,1,0,September,10.8,19.2,On Time
ORD706,Domino's,"Albuquerque, NM",19-09-2025,20:15:00,Average,30,L,Sicilian,5.5,Medium,UPI,1,0,September,13.2,16.8,On Time
ORD707,Pizza Hut,"Atlanta, GA",20-09-2025,19:30:00,Average,30,M,Veg,4,Low,Wallet,1,1,September,9.6,20.4,Delayed
ORD708,Papa John's,"Omaha, NE",21-09-2025,20:45:00,Average,30,M,Gluten-Free,5,Medium,Card,1,1,September,12,18,On Time
ORD709,Little Caesars,"Louisville, KY",22-09-2025,19:00:00,Average,30,XL,Cheese Burst,6,High,UPI,1,0,September,14.4,15.6,On Time
ORD710,Marco's Pizza,"Milwaukee, WI",23-09-2025,18:15:00,Average,30,M,Thai Chicken,4.5,Medium,Cash,1,0,September,10.8,19.2,On Time
ORD711,Domino's,"Albuquerque, NM",24-09-2025,19:30:00,Average,30,L,Sicilian,5.5,Medium,UPI,1,0,September,13.2,16.8,On Time
ORD712,Pizza Hut,"Atlanta, GA",25-09-2025,20:45:00,Average,30,M,Veg,4,Low,Wallet,1,0,September,9.6,20.4,Delayed
ORD713,Papa John's,"Omaha, NE",26-09-2025,18:00:00,Average,30,M,Gluten-Free,5,Medium,Card,1,0,September,12,18,On Time
ORD714,Little Caesars,"Louisville, KY",27-09-2025,19:15:00,Average,30,XL,Cheese Burst,6,High,UPI,1,1,September,14.4,15.6,On Time
ORD715,Marco's Pizza,"Milwaukee, WI",28-09-2025,20:30:00,Average,30,M,Thai Chicken,4.5,Medium,Cash,1,1,September,10.8,19.2,On Time
ORD716,Domino's,"Albuquerque, NM",29-09-2025,19:00:00,Average,30,L,Sicilian,5.5,Medium,UPI,1,0,September,13.2,16.8,On Time
ORD717,Pizza Hut,"Atlanta, GA",30-09-2025,20:15:00,Average,30,M,Veg,4,Low,Wallet,1,0,September,9.6,20.4,Delayed
ORD718,Papa John's,"Omaha, NE",01-10-2025,18:30:00,Average,30,M,Gluten-Free,5,Medium,Card,1,0,October,12,18,On Time
ORD719,Little Caesars,"Louisville, KY",02-10-2025,19:45:00,Average,30,XL,Cheese Burst,6,High,UPI,1,0,October,14.4,15.6,On Time
ORD720,Marco's Pizza,"Milwaukee, WI",03-10-2025,18:00:00,Average,30,M,Thai Chicken,4.5,Medium,Cash,1,0,October,10.8,19.2,On Time
ORD721,Domino's,"Albuquerque, NM",04-10-2025,19:15:00,Average,30,L,Sicilian,5.5,Medium,UPI,1,1,October,13.2,16.8,On Time
ORD722,Pizza Hut,"Atlanta, GA",05-10-2025,20:30:00,Average,30,M,Veg,4,Low,Wallet,1,1,October,9.6,20.4,Delayed
ORD723,Papa John's,"Omaha, NE",06-10-2025,18:45:00,Average,30,M,Gluten-Free,5,Medium,Card,1,0,October,12,18,On Time
ORD724,Little Caesars,"Louisville, KY",07-10-2025,19:00:00,Average,30,XL,Cheese Burst,6,High,UPI,1,0,October,14.4,15.6,On Time
ORD725,Marco's Pizza,"Milwaukee, WI",08-10-2025,20:15:00,Average,30,M,Thai Chicken,4.5,Medium,UPI,1,0,October,10.8,19.2,On Time
ORD726,Papa John's,"Omaha, NE",09-10-2025,20:30:00,Average,30,M,Gluten-Free,5,Medium,UPI,1,0,October,12,18,On Time
ORD727,Little Caesars,"Louisville, KY",10-10-2025,19:45:00,Average,30,XL,Cheese Burst,6,High,Card,1,0,October,14.4,15.6,On Time
ORD728,Marco's Pizza,"Milwaukee, WI",11-10-2025,18:00:00,Average,30,M,Thai Chicken,4.5,Medium,Cash,1,1,October,10.8,19.2,On Time
ORD729,Domino's,"Albuquerque, NM",12-10-2025,19:15:00,Average,30,L,Sicilian,5.5,Medium,UPI,1,1,October,13.2,16.8,On Time
ORD730,Pizza Hut,"Atlanta, GA",13-10-2025,20:30:00,Average,30,M,Veg,4,Low,Wallet,1,0,October,9.6,20.4,Delayed
ORD731,Papa John's,"Omaha, NE",14-10-2025,18:45:00,Average,30,M,Gluten-Free,5,Medium,Card,1,0,October,12,18,On Time
ORD732,Little Caesars,"Louisville, KY",15-10-2025,19:00:00,Average,30,XL,Cheese Burst,6,High,UPI,1,0,October,14.4,15.6,On Time
ORD733,Marco's Pizza,"Milwaukee, WI",16-10-2025,20:15:00,Average,30,M,Thai Chicken,4.5,Medium,Cash,1,0,October,10.8,19.2,On Time
